"transaction_hash","included_in_block_hash","included_in_chunk_hash","index_in_chunk","block_timestamp","signer_account_id","signer_public_key","nonce","receiver_account_id","signature","converted_into_receipt_id","receipt_conversion_gas_burnt","receipt_conversion_tokens_burnt"
"2XYKDiNvsE4LrTGFBKjEYhDEyBVmu4BKCJXpkx4UX2UM",EcjCQHbHPyTxfgrbw62wVfyfRJir15bRsRgXYtWDoHmc,"9XpBtMrcw35wfHXfxCZquj3qznBQRv4GC9UBBLF5Jv1Q",0,1642381515262130418,dforger.testnet,ed25519:58q7tx315dCvWAafykT5f8ZLbPnQb9LFtLjE52Z7NyYp,79170634000001,dforger.testnet,ed25519:2C3pTDiMF2UmZLwvjhgpjy4i74JxqsFRkizFERxfGFCxgRTyLhK2STZCrBQCZjrLyxbR3QYdgCBdupvzsDXKjjMo,"3NcQdDuiBS1FZu6Lp2Amd2fJRUiuQiWKgPWC2LwLizdG",209824625000,209824625
